response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_this_year,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_this_year,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,feel_better_remote,more_active_remote,feel_better_in_person,policy_sentiment,year
1188,1967,Female,Information Media and Telecommunications,Professionals - Arts and Media Professionals,More than 200,No,Single person,More than 5 years,Regional,70%,70%,10%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would not have preferred to work remotely,10%,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,My productivity is about same when I work remotely,0.5,8.6,1.0,4.0,0.0,7.6,2.0,5.0,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat Negative,2021
1189,1992,Male,Manufacturing,Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,No,Group household,Between 1 and 5 years,Metro,Less than 10% of my time,I would not have preferred to work remotely,Less than 10% of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
1190,1995,Male,Construction,Labourers - Other Labourers,Between 20 and 199,Yes,One parent family with dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,2.0,10.0,2.0,2.0,0.0,10.0,2.0,4.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
1191,1990,Female,Health Care and Social Assistance,Professionals - Health Professionals,Between 5 and 19,No,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,I would not have preferred to work remotely,Less than 10% of my time,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,I would not have preferred to work remotely,Less than 10% of my time,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,1.0,8.0,4.0,4.0,0.25,8.0,4.0,4.7,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Positive,2021
1192,1989,Male,"Transport, Postal and Warehousing",Managers - Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,80%,70%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Very likely,Very likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,9.0,2.0,5.0,0.0,10.0,2.0,5.0,Strongly agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
1193,1987,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro,50% - I spent about half of my time remote working,20%,30%,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,30%,30%,Neither unlikely or likely,Somewhat likely,Very likely,I’m 20% more productive when working remotely,2.0,12.0,4.0,4.0,5.0,6.0,8.0,2.0,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Positive,2021
1194,1982,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,One parent family with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,20%,Very likely,Very likely,Very likely,I’m 50% more productive when working remotely (or more),3.0,10.0,2.0,2.0,1.0,10.0,2.0,4.0,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,2021
1195,1994,Female,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Group household,Between 1 and 5 years,Metro,Rarely or never,50% - About half of my time,Rarely or never,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,60%,60%,Very unlikely,Very unlikely,Very unlikely,I’m 50% more productive when working remotely (or more),3.0,9.0,3.0,3.0,1.0,8.0,3.0,4.0,Strongly agree,Strongly agree,Somewhat disagree,Strongly Negative,2021
1196,1988,Female,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,No,One parent family with dependent children,Between 1 and 5 years,Metro,90%,90%,80%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,50% - About half of my time,50% - About half of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% more productive when working remotely,2.0,8.0,2.0,4.0,2.0,8.0,2.0,4.0,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Positive,2021
1197,1959,Female,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Single person,More than 5 years,Regional,50% - I spent about half of my time remote working,50% - About half of my time,30%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,12.0,1.0,1.0,0.0,10.0,2.0,2.0,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,2021
1198,1957,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Single person,Between 6 and 12 months,Metro,Less than 10% of my time,50% - About half of my time,Less than 10% of my time,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,50% - About half of my time,50% - About half of my time,Very unlikely,Very unlikely,Very unlikely,I’m 20% more productive when working remotely,2.0,8.0,4.0,2.0,3.0,8.0,4.0,1.0,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat Negative,2021
1199,1992,Male,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,60%,80%,60%,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,60%,60%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,2.5,10.0,0.0,3.5,0.0,10.0,0.0,6.0,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat Positive,2021
1200,1958,Female,Education and Training,Professionals - Education Professionals,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro,30%,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,I would prefer not to work remotely,Neither unlikely or likely,Somewhat likely,Somewhat likely,I’m 10% more productive when working remotely,2.0,6.0,4.0,4.0,2.0,7.0,4.0,3.0,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
1201,1975,Male,"Agriculture, Forestry and Fishing","Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Regional,30%,20%,40%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,50% - About half of my time,70%,Somewhat likely,Neither unlikely or likely,Very likely,I’m 40% more productive when working remotely,1.0,5.0,2.0,6.0,1.0,5.0,3.0,5.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Positive,2021
1202,2000,Female,Education and Training,Managers - Specialist Managers,Between 20 and 199,Yes,One parent family with dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,Rarely or never,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,20%,20%,Neither unlikely or likely,Somewhat unlikely,Somewhat unlikely,I’m 40% more productive when working remotely,3.0,6.0,3.0,4.0,3.0,6.0,3.0,4.0,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
1203,1987,Male,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,80%,90%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,80%,60%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,1.5,8.5,3.0,4.0,0.0,8.0,3.0,6.0,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,2021
1204,1986,Male,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,80%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,80%,70%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% less productive when working remotely,3.5,7.0,3.5,2.0,0.5,8.0,3.0,4.5,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
1205,1972,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,10%,10%,Less than 10% of my time,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,10%,50% - About half of my time,Very unlikely,Very unlikely,Very unlikely,I’m 50% more productive when working remotely (or more),3.0,4.0,2.0,8.0,4.0,4.0,2.0,7.0,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
1206,1969,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,One parent family with dependent children,More than 5 years,Metro,10%,20%,20%,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,20%,20%,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,I’m 40% more productive when working remotely,5.0,8.0,3.0,3.0,5.0,8.0,3.0,3.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat Negative,2021
1207,1988,Male,Construction,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Very likely,Very likely,I’m 40% more productive when working remotely,1.0,7.0,5.0,4.0,1.0,7.0,5.0,4.0,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,2021
1208,1991,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% more productive when working remotely,2.0,8.0,4.0,2.0,2.0,8.0,4.0,2.0,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,2021
1209,1987,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Single person,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,80%,100% - I spent all of my time remote working,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,80%,80%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,2.0,9.0,2.0,5.0,1.0,12.0,3.0,3.0,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat Positive,2021
1210,1985,Male,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Multiple family household,Between 1 and 5 years,Regional,90%,90%,90%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,90%,70%,Very likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,4.0,8.0,2.0,1.0,5.0,8.0,1.0,2.0,Strongly agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
1211,1976,Female,Health Care and Social Assistance,Technicians and trades workers - Food Trades Workers,More than 200,No,Couple with dependent children,More than 5 years,Regional,60%,60%,60%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,60%,60%,Very likely,Somewhat likely,Very likely,I’m 30% more productive when working remotely,4.0,8.5,2.5,1.0,5.0,8.0,3.0,1.0,Strongly agree,Somewhat agree,Strongly agree,Strongly Positive,2021
1212,1988,Female,Other Services,Labourers - Other Labourers,More than 200,No,Single person,More than 5 years,Regional,80%,80%,80%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,80%,80%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 50% more productive when working remotely (or more),0.25,9.7,2.0,5.0,0.5,10.0,2.0,5.0,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Positive,2021
1213,1960,Female,Administrative and Support,Clerical and administrative workers - General Clerical Workers,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,100% - All of my time,80%,Neither unlikely or likely,Somewhat likely,Somewhat likely,I’m 20% more productive when working remotely,1.0,8.0,4.0,3.0,0.0,8.0,4.0,4.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
1214,1988,Female,"Professional, Scientific and Technical",Technicians and trades workers - Other Technicians and Trades Workers,Between 20 and 199,Yes,Single person,More than 5 years,Regional,Less than 10% of my time,I would not have preferred to work remotely,20%,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Very unlikely,Very unlikely,My productivity is about same when I work remotely,1.0,8.0,3.0,4.0,0.0,9.0,3.0,4.0,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,2021
1215,1990,Female,Retail Trade,Community and personal service workers - Carers and Aides,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,50% - About half of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Very unlikely,Very unlikely,Very unlikely,I’m 50% more productive when working remotely (or more),1.0,8.0,2.0,5.0,0.0,7.0,3.0,6.0,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,2021
1216,1972,Male,"Electricity, Gas, Water and Waste",Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Yes,One parent family with dependent children,Between 6 and 12 months,Regional,50% - I spent about half of my time remote working,20%,30%,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,10%,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% more productive when working remotely,4.0,8.0,1.0,1.0,5.0,5.0,5.0,5.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
1217,1990,Female,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,80%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,I’m 30% more productive when working remotely,1.5,8.5,3.0,2.0,0.0,8.5,2.0,3.5,Strongly agree,Strongly agree,Somewhat disagree,Somewhat Positive,2021
1218,1988,Male,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Couple with no dependent children,More than 5 years,Regional,20%,20%,Less than 10% of my time,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Less than 10% of my time,I would prefer not to work remotely,Very unlikely,Somewhat unlikely,Somewhat unlikely,I’m 10% more productive when working remotely,0.5,7.5,4.0,4.0,0.0,7.5,5.0,3.5,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,2021
1219,1991,Female,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Other one family household,Between 1 and 5 years,Regional,Rarely or never,100% - All of my time,Rarely or never,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,100% - All of my time,100% - All of my time,Very unlikely,Very unlikely,Very unlikely,I’m 20% more productive when working remotely,2.5,9.0,1.5,2.0,0.5,9.0,2.0,3.5,Strongly agree,Strongly agree,Somewhat disagree,Strongly Negative,2021
1220,1988,Male,Health Care and Social Assistance,Professionals - Health Professionals,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Regional,20%,20%,30%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,40%,20%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 20% more productive when working remotely,8.0,4.0,2.0,3.0,4.0,6.0,3.0,4.0,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
1221,1959,Female,Education and Training,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,No,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,50% - About half of my time,Less than 10% of my time,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,50% - About half of my time,I would prefer not to work remotely,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,My productivity is about same when I work remotely,1.0,7.5,2.0,5.0,0.0,6.0,5.0,5.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
1222,1972,Male,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,70%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,70%,70%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 50% more productive when working remotely (or more),4.0,8.0,2.0,2.0,0.5,9.0,4.5,2.0,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Positive,2021
1223,1976,Male,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,90%,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,My productivity is about same when I work remotely,0.5,8.0,3.0,5.0,0.0,8.0,4.0,4.5,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Positive,2021
1224,1972,Male,Information Media and Telecommunications,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Group household,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Very likely,Neither unlikely or likely,My productivity is about same when I work remotely,0.0,7.0,1.0,8.0,0.0,7.0,1.0,8.0,Somewhat agree,Somewhat agree,Strongly disagree,Strongly Positive,2021
1225,1957,Female,Other Services,Professionals - Health Professionals,Between 20 and 199,No,Multiple family household,More than 5 years,Regional,Rarely or never,20%,Rarely or never,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,20%,30%,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,I’m 10% more productive when working remotely,0.5,7.0,4.0,3.5,0.25,7.0,4.0,3.7,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
1226,1957,Female,Other Services,"Professionals - Legal, Social and Welfare Professionals",I am a sole trader/owner-operator,No,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Neither unlikely or likely,Neither unlikely or likely,I’m 50% more productive when working remotely (or more),0.0,8.0,2.0,6.0,0.0,8.0,2.0,6.0,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Positive,2021
1227,1959,Female,Public Administration and Safety,Community and personal service workers - Protective Service Workers,More than 200,Yes,Couple with dependent children,More than 5 years,Regional,50% - I spent about half of my time remote working,80%,70%,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,50% - About half of my time,70%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 50% more productive when working remotely (or more),2.0,7.0,3.0,4.0,2.0,7.0,2.0,5.0,Strongly agree,Strongly agree,Strongly disagree,Somewhat Positive,2021
1228,1975,Male,Public Administration and Safety,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with dependent children,More than 5 years,Regional,Less than 10% of my time,20%,Less than 10% of my time,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,20%,20%,Very unlikely,Very unlikely,Very unlikely,My productivity is about same when I work remotely,2.0,9.0,2.0,5.0,0.25,9.5,3.0,5.25,Strongly agree,Neither agree nor disagree,Strongly agree,Neither positive nor negative,2021
1229,1958,Male,Health Care and Social Assistance,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Single person,Between 1 and 5 years,Regional,20%,30%,20%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,30%,20%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 40% more productive when working remotely,2.0,6.0,7.0,2.0,1.0,8.0,4.0,4.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Positive,2021
1230,1964,Female,Education and Training,Professionals - Education Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,Less than 10% of my time,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,40%,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 40% more productive when working remotely,1.0,8.0,3.0,4.0,0.0,8.0,4.0,4.0,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat Negative,2021
1231,1962,Male,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,80%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,100% - All of my time,50% - About half of my time,Neither unlikely or likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,8.0,3.0,3.0,0.0,9.0,3.0,4.0,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
1232,1970,Female,Education and Training,Professionals - Education Professionals,Between 5 and 19,No,Multiple family household,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,50% - I spent about half of my time remote working,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,80%,Somewhat likely,Somewhat unlikely,Somewhat unlikely,My productivity is about same when I work remotely,3.0,8.0,2.0,3.0,3.0,8.0,3.0,3.0,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat Negative,2021
1233,1963,Male,Other Services,Managers - Specialist Managers,More than 200,No,Single person,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Very likely,Somewhat likely,I’m 40% more productive when working remotely,0.5,6.5,4.0,4.0,1.0,7.0,4.0,4.0,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,2021
1234,1965,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Single person,Between 6 and 12 months,Regional,100% - I spent all of my time remote working,70%,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,60%,60%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 10% more productive when working remotely,0.5,8.0,1.0,6.5,0.5,8.0,1.5,6.0,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
1235,1961,Male,Mining,"Technicians and trades workers - Engineering, ICT and Science Technicians",Between 20 and 199,No,Single person,More than 5 years,Regional,Rarely or never,I would not have preferred to work remotely,Rarely or never,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would not have preferred to work remotely,100% - All of my time,Somewhat likely,Very likely,Very likely,I’m 20% less productive when working remotely,1.5,10.0,1.0,4.0,0.5,10.0,1.0,4.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,2021
1236,1964,Male,Education and Training,Professionals - Education Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,20%,Less than 10% of my time,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,20%,20%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,0.5,8.0,3.0,5.0,0.0,8.0,3.0,5.5,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Positive,2021
1237,1960,Male,Education and Training,Professionals - Education Professionals,Between 20 and 199,No,Single person,Between 1 and 5 years,Regional,Less than 10% of my time,50% - About half of my time,Less than 10% of my time,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 30% more productive when working remotely,4.0,6.0,1.5,3.5,3.0,6.0,2.0,4.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Negative,2021
1238,1961,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Regional,90%,90%,90%,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,90%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 50% more productive when working remotely (or more),7.0,7.5,1.0,2.0,0.0,8.0,2.0,4.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,2021
1239,1992,Male,Wholesale Trade,Technicians and trades workers - Construction Trades Workers,Between 1 and 4,Yes,Other one family household,Between 1 and 5 years,Regional,50% - I spent about half of my time remote working,40%,60%,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,50% - About half of my time,40%,Very unlikely,Somewhat unlikely,Neither unlikely or likely,I’m 40% more productive when working remotely,12.0,6.0,2.0,2.0,5.0,5.0,6.0,2.0,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither positive nor negative,2021
1240,1957,Female,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Regional,Rarely or never,I would not have preferred to work remotely,Rarely or never,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Somewhat likely,Neither unlikely or likely,I’m 30% more productive when working remotely,1.5,7.5,4.0,3.0,0.5,7.5,4.0,4.0,Strongly disagree,Somewhat agree,Strongly agree,Neither positive nor negative,2021
