response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_last_3months,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_last_3months,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,year
1297,1991,Female,Manufacturing,Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,70%,50% - I spent about half of my time remote working,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,80%,60%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 10% more productive when working remotely,2.0,6.0,3.0,0.0,0.0,9.0,5.0,0.0,2020
1298,1970,Female,Education and Training,Technicians and trades ,More than 200,No,Single person,More than 5 years,Metro,Less than 10% of my time,40%,10%,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,100% - All of my time,80%,Strongly disagree,Strongly disagree,Strongly disagree,I’m 40% more productive when working remotely,2.0,7.5,5.0,0.5,0.5,7.5,5.0,1.0,2020
1299,1987,Female,Information Media and Telecommunications,Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,80%,80%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,90%,90%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2.0,10.0,6.0,6.0,1.0,11.0,5.0,7.0,2020
1300,1990,Male,Other Services,Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Less than 10% of my time,30%,Somewhat agree,Neither agree nor disagree,Somewhat agree,I’m 50% more productive when working remotely (or more),1.0,9.0,7.0,7.0,10.0,2.0,2.0,10.0,2020
1301,1961,Male,Public Administration and Safety,Professionals,More than 200,No,Couple with dependent children,More than 5 years,Regional,40%,40%,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,0.15,8.0,8.0,0.0,0.15,8.0,7.0,1.0,2020
1302,1972,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,30%,20%,40%,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,70%,40%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,8.0,0.0,0.0,3.0,4.0,1.0,2.0,2020
1303,1978,Male,Accommodation and Food Services,Managers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional,20%,20%,20%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,20%,20%,Somewhat agree,Strongly agree,Strongly agree,I’m 30% more productive when working remotely,2.0,20.0,2.0,0.0,2.0,20.0,2.0,0.0,2020
1304,1990,Male,Health Care and Social Assistance,Professionals,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,30%,10%,30%,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,10%,20%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,I’m 10% less productive when working remotely,3.0,8.0,7.0,4.0,3.0,8.0,7.0,4.0,2020
1305,1994,Male,Education and Training,Community and personal service ,Between 1 and 4,Yes,Group household,More than 5 years,Metro,20%,20%,80%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,20%,20%,Somewhat disagree,Somewhat disagree,Somewhat disagree,My productivity is about same when I work remotely,1.0,10.0,12.0,1.0,0.0,9.0,10.0,1.0,2020
1306,1990,Male,Construction,Sales ,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro,30%,30%,30%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,50% - About half of my time,40%,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),3.0,6.0,10.0,5.0,2.0,7.0,9.0,6.0,2020
1307,1958,Female,Health Care and Social Assistance,Technicians and trades ,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,90%,50% - About half of my time,Somewhat agree,Neither agree nor disagree,Somewhat agree,I’m 40% more productive when working remotely,2.5,4.0,4.0,5.0,0.0,4.0,6.0,5.0,2020
1308,1972,Female,Administrative and Support Services,Clerical and administrative ,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,30%,40%,80%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,80%,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,1.0,7.0,6.0,5.0,0.0,6.0,7.0,5.0,2020
1309,1984,Female,"Professional, Scientific and Technical Services",Professionals,Between 5 and 19,No,Group household,More than 5 years,Metro,10%,10%,60%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,60%,20%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,2.0,8.0,6.0,2.0,0.0,9.5,6.0,3.0,2020
1310,1967,Female,Arts and Recreation Services,Professionals,Between 1 and 4,No,Couple with dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Strongly agree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,0.0,7.0,2.0,3.0,0.0,7.0,2.0,3.0,2020
1311,1977,Male,Financial and Insurance Services,Managers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,10%,10%,20%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,20%,20%,Neither agree nor disagree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,2.0,7.0,2.0,2.0,0.5,7.0,3.5,2.0,2020
1312,1995,Female,Retail Trade,Technicians and trades ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,Rarely or never ,100% - All of my time,90%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 20% more productive when working remotely,3.0,8.0,10.0,3.0,0.5,8.0,12.5,3.0,2020
1313,1963,Male,"Professional, Scientific and Technical Services",Professionals,I am the only employee,No,Couple with dependent children,More than 5 years,Regional,60%,90%,100% - I spent all of my time remote working,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,90%,Somewhat agree,Somewhat agree,Strongly agree,I’m 50% more productive when working remotely (or more),0.25,6.0,4.0,2.0,0.0,9.0,2.0,2.0,2020
1314,1979,Male,"Agriculture, Forestry and Fishing",Machinery operators and drivers,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Regional,80%,50% - About half of my time,20%,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,80%,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,0.5,9.0,7.0,7.5,0.5,10.0,6.0,7.5,2020
1315,1990,Male,Manufacturing,Managers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional,10%,20%,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,60%,40%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,I’m 30% more productive when working remotely,2.0,9.0,3.0,3.0,0.0,10.0,3.0,4.0,2020
1316,1998,Male,Construction,Managers,Between 5 and 19,Yes,Multiple family household,Between 6 and 12 months,Metro,80%,90%,90%,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,70%,50% - About half of my time,Somewhat agree,Somewhat agree,Strongly agree,My productivity is about same when I work remotely,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2020
1317,1972,Male,Information Media and Telecommunications,Professionals,Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,20%,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100% - All of my time,50% - About half of my time,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,My productivity is about same when I work remotely,3.0,8.0,2.0,3.0,1.0,8.0,3.0,4.0,2020
1318,1989,Male,"Electricity, Gas, Water and Waste Services",Professionals,More than 200,No,Single person,More than 5 years,Metro,Rarely or never ,20%,30%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,70%,50% - About half of my time,Somewhat agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,1.5,8.0,6.0,1.0,0.66,9.0,6.0,1.0,2020
1319,1970,Male,"Electricity, Gas, Water and Waste Services",Professionals,More than 200,No,Couple with dependent children,Between 6 and 12 months,Metro,100% - I spent all of my time remote working,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,80%,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,1.5,8.0,3.0,2.0,0.5,9.0,3.0,2.0,2020
1320,1969,Female,Retail Trade,Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,20%,40%,20%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,40%,40%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),1.0,6.0,3.0,3.0,0.5,6.0,4.0,3.0,2020
1321,1983,Male,"Professional, Scientific and Technical Services",Technicians and trades ,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,20%,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,100% - All of my time,80%,Strongly agree,Strongly agree,Strongly agree,I’m 20% more productive when working remotely,2.0,8.0,4.0,8.0,0.5,6.0,8.0,8.0,2020
1322,1989,Female,Accommodation and Food Services,Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Regional,20%,Less than 10% of my time,10%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Less than 10% of my time,Less than 10% of my time,Somewhat disagree,Neither agree nor disagree,Somewhat agree,I’m 10% less productive when working remotely,2.0,6.0,2.0,1.0,2.0,6.0,2.0,1.0,2020
1323,1971,Male,"Transport, Postal and Warehousing",Labourers,More than 200,No,Couple with dependent children,Between 6 and 12 months,Regional,Less than 10% of my time,Less than 10% of my time,Rarely or never ,,,,,,I would not have preferred to work remotely ,Less than 10% of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% more productive when working remotely,1.0,8.0,5.0,5.0,2.0,10.0,5.0,7.0,2020
1324,1969,Female,Retail Trade,Sales ,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,40%,20%,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.0,7.0,10.0,6.0,1.0,7.0,10.0,6.0,2020
1325,1972,Female,"Professional, Scientific and Technical Services",Managers,Between 1 and 4,No,Couple with dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,2.0,4.0,4.0,2.0,0.0,4.0,4.0,4.0,2020
1326,1974,Female,Retail Trade,Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Regional,90%,90%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,90%,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),6.0,6.0,0.5,0.0,0.25,9.0,2.0,2.0,2020
1327,1995,Male,Education and Training,Managers,Between 20 and 199,Yes,Single person,Between 6 and 12 months,Metro,60%,50% - About half of my time,60%,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,30%,Somewhat agree,Neither agree nor disagree,Strongly agree,I’m 40% more productive when working remotely,1.0,8.0,3.0,3.0,0.0,8.0,5.0,4.0,2020
1328,1990,Male,"Professional, Scientific and Technical Services",Managers,Between 1 and 4,Yes,Couple with dependent children,Between 1 and 5 years,Metro,40%,30%,30%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,70%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 10% more productive when working remotely,7.0,0.0,2.0,1.0,7.0,2.0,1.0,1.0,2020
1329,1992,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,I’m 10% more productive when working remotely,2.5,6.5,13.0,2.0,0.0,7.5,14.5,2.0,2020
1330,1977,Male,Construction,Machinery operators and drivers,Between 1 and 4,No,Couple with dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,0.0,8.0,12.0,4.0,1.0,8.0,13.0,2.0,2020
1331,1987,Female,"Electricity, Gas, Water and Waste Services",Professionals,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,10.0,10.0,0.0,4.0,10.0,10.0,4.0,0.0,2020
1332,1979,Male,Information Media and Telecommunications,Professionals,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Regional,Less than 10% of my time,20%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,60%,Somewhat agree,Neither agree nor disagree,Somewhat agree,I’m 20% more productive when working remotely,3.5,8.0,4.0,1.0,0.0,9.0,6.0,1.0,2020
1333,1992,Male,Administrative and Support Services,Managers,More than 200,Yes,Group household,Between 6 and 12 months,Metro,40%,60%,100% - I spent all of my time remote working,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,50% - About half of my time,60%,Somewhat disagree,Somewhat disagree,Somewhat agree,I’m 20% less productive when working remotely,1.0,8.0,1.0,2.0,0.0,7.0,4.0,4.0,2020
1334,1995,Male,"Professional, Scientific and Technical Services",Managers,Between 20 and 199,Yes,Single person,Between 1 and 5 years,Metro,40%,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,30%,30%,Neither agree nor disagree,Strongly agree,Somewhat agree,I’m 40% more productive when working remotely,1.0,9.0,1.0,1.0,0.0,10.0,1.0,1.0,2020
1335,1974,Male,"Professional, Scientific and Technical Services",Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional,20%,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,I’m 30% more productive when working remotely,5.0,8.0,2.0,2.0,0.0,10.0,4.0,3.0,2020
1336,1960,Female,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Somewhat agree,Strongly agree,I’m 20% more productive when working remotely,0.5,7.0,0.0,0.0,0.0,8.0,0.5,0.0,2020
1337,1989,Female,Financial and Insurance Services,Professionals,More than 200,No,Couple with no dependent children,Between 6 and 12 months,Metro,Rarely or never ,Less than 10% of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Somewhat agree,Somewhat agree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),1.0,8.0,4.0,0.0,1.0,8.0,4.0,0.0,2020
1338,1984,Female,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,Rarely or never ,20%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,100% - All of my time,20%,Somewhat disagree,Somewhat agree,Neither agree nor disagree,My productivity is about same when I work remotely,2.0,8.0,13.0,1.0,0.0,8.0,14.0,2.0,2020
1339,1981,Female,"Transport, Postal and Warehousing",Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,Less than 10% of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,1.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,2020
1340,1990,Male,Construction,Professionals,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro,40%,40%,30%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,30%,30%,Strongly agree,Somewhat agree,Strongly agree,I’m 20% less productive when working remotely,3.0,7.0,8.0,6.0,3.0,7.0,8.0,6.0,2020
1341,1987,Male,Arts and Recreation Services,Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,Rarely or never ,60%,40%,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,70%,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.0,8.0,1.0,2.0,0.2,8.0,3.0,4.0,2020
1342,1993,Male,"Professional, Scientific and Technical Services",Technicians and trades ,Between 5 and 19,No,Multiple family household,Between 1 and 5 years,Regional,Rarely or never ,I would not have preferred to work remotely ,Less than 10% of my time,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,10%,I would prefer not to work remotely ,Somewhat agree,Strongly agree,Strongly agree,I’m 10% less productive when working remotely,0.5,7.0,0.0,0.0,0.0,6.0,1.0,1.0,2020
1343,1978,Male,Accommodation and Food Services,Managers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional,20%,30%,30%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,30%,30%,Somewhat agree,Strongly agree,Somewhat agree,I’m 30% more productive when working remotely,1.0,23.0,0.0,0.0,1.0,23.0,0.0,0.0,2020
1344,1963,Female,Other Services,Clerical and administrative ,More than 200,No,One  parent family with dependent children,Between 6 and 12 months,Regional,Less than 10% of my time,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2.0,9.0,10.0,3.0,0.0,9.0,10.0,5.0,2020
1345,1976,Female,"Electricity, Gas, Water and Waste Services",Professionals,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,20%,10%,10%,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Less than 10% of my time,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 30% more productive when working remotely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020
1346,1996,Female,Administrative and Support Services,Clerical and administrative ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,Rarely or never ,50% - About half of my time,60%,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,80%,40%,Somewhat disagree,Somewhat disagree,Strongly disagree,I’m 10% less productive when working remotely,2.0,8.0,4.0,1.0,0.25,8.0,4.0,2.0,2020
1347,1974,Male,"Professional, Scientific and Technical Services",Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional,20%,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat disagree,I’m 20% more productive when working remotely,5.0,7.0,2.0,2.0,0.5,8.0,4.0,2.0,2020
1348,1969,Male,"Electricity, Gas, Water and Waste Services",Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,40%,40%,60%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,40%,40%,Strongly agree,Strongly agree,Strongly agree,I’m 40% more productive when working remotely,3.5,8.0,4.0,3.0,1.0,8.0,4.0,5.0,2020
1349,1960,Male,Financial and Insurance Services,Professionals,I am the only employee,No,Single person,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,0.0,6.0,10.0,8.0,0.0,6.0,10.0,8.0,2020
1350,1990,Female,"Professional, Scientific and Technical Services",Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro,20%,20%,90%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,90%,60%,Somewhat agree,Strongly agree,Strongly agree,I’m 20% more productive when working remotely,1.5,7.5,3.0,1.0,0.5,9.0,4.0,0.5,2020
1351,1964,Male,Other Services,Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,40%,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,80%,60%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.5,9.0,3.0,0.5,0.25,9.0,4.0,1.0,2020
1352,1998,Female,Accommodation and Food Services,Managers,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,30%,Strongly agree,Strongly agree,Strongly agree,I’m 30% less productive when working remotely,1.0,8.0,5.0,2.0,1.0,8.0,8.0,2.0,2020
1353,1994,Male,Construction,Professionals,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro,40%,40%,40%,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,40%,40%,Somewhat agree,Strongly agree,Somewhat agree,I’m 50% more productive when working remotely (or more),3.0,8.0,8.0,5.0,3.0,8.0,6.0,7.0,2020
1354,1978,Female,Education and Training,Community and personal service ,Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,30%,I would not have preferred to work remotely ,Rarely or never ,,,,,,I would not have preferred to work remotely ,I would prefer not to work remotely ,Strongly disagree,Strongly disagree,Strongly disagree,I’m 20% less productive when working remotely,1.0,7.0,2.0,2.0,0.5,6.0,3.0,2.0,2020
1355,1992,Female,Accommodation and Food Services,Managers,Between 20 and 199,Yes,Single person,More than 5 years,Regional,10%,I would not have preferred to work remotely ,80%,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,100% - All of my time,80%,Strongly disagree,Strongly disagree,Strongly disagree,I’m 30% more productive when working remotely,1.0,11.0,2.0,2.0,0.25,5.0,5.0,5.0,2020
1356,1989,Female,Manufacturing,Clerical and administrative ,Between 20 and 199,Yes,Multiple family household,Between 1 and 5 years,Regional,30%,70%,Rarely or never ,,,,,,90%,50% - About half of my time,Strongly disagree,Strongly disagree,Strongly disagree,I’m 50% more productive when working remotely (or more),6.0,8.0,1.0,2.0,0.5,9.0,4.0,4.0,2020
1357,1960,Female,Administrative and Support Services,Clerical and administrative ,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Regional,50% - I spent about half of my time remote working,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,100% - All of my time,80%,Somewhat agree,Somewhat agree,Strongly agree,My productivity is about same when I work remotely,0.5,4.0,2.0,2.0,0.5,4.0,2.0,2.0,2020
1358,1974,Female,Financial and Insurance Services,Sales ,More than 200,No,Single person,Between 1 and 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,100% - I spent all of my time remote working,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Less than 10% of my time,30%,Strongly agree,Strongly agree,Strongly agree,I’m 50% less productive when working remotely (or less),2.0,7.0,10.0,5.0,0.0,7.0,8.0,9.0,2020
1359,1975,Female,Public Administration and Safety,Clerical and administrative ,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro,60%,40%,40%,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,40%,40%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,I’m 40% more productive when working remotely,2.0,6.0,5.0,2.0,3.0,6.0,8.0,6.0,2020
1360,1971,Male,Retail Trade,Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 10% more productive when working remotely,0.0,10.0,3.0,1.0,0.0,10.0,3.0,1.0,2020
1361,1956,Male,Education and Training,Professionals,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Regional,60%,90%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,90%,90%,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% more productive when working remotely,1.85,4.5,0.5,2.65,0.3,4.5,1.5,2.2,2020
1362,1964,Female,Wholesale Trade,Clerical and administrative ,More than 200,No,Couple with dependent children,More than 5 years,Metro,Rarely or never ,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,8.0,3.0,1.0,0.0,8.0,2.0,2.0,2020
1363,1976,Female,Administrative and Support Services,Clerical and administrative ,More than 200,No,Couple with no dependent children,More than 5 years,Metro,20%,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,60%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.5,8.0,2.0,1.5,0.5,7.0,1.0,1.0,2020
